Game Title,Set Title,Year,Format,Moby ID,BoardGameGeek ID,IGDB ID,Designer(s),Publisher,Description,Mechanics,Facilitator Present,Facilitator participates in game?,Players Min,Players Max,Smells Min,Smells Max,Smells,Example Smells,Smell Specificity (Swappability),Specificity Note,Smell Count Flexibility,Flexibility Note,Cost,Currency,Target Audience,Descriptive Source,citationKey,Tags,Variant,URLs,Target Species,Realized or Description?,Complexity_1_Light,Complexity_2_MediumLight,Complexity_3_Medium,Complexity_4_MediumHeavy,Complexity_5_Heavy,Images,Notes
Smell Game,,1985,Analog,,,,"Deanna Sirlin, Melanie Margolis",,"This game is a sensory board experience that combines olfactory elements with memory and identification skills. It features a dual-sided board with natural objects and corresponding scents encapsulated on chips, differentiating between analog scratch-and-sniff mechanics. Players engage in a matching game, scratching the chips to release scents and then identifying the associated natural object, testing both their sense of smell and memory recall.","Matching, Identifying, Memorizing",None,,1,,2,,,,None,,Fully Flexible,,,,,Sirlin & Margolis 1985,,"Research, Educational game",,https://www.jstor.org/stable/pdf/3192826.pdf?casa_token=rH80qflVTrQAAAAA:ZVOr16ZtVNP3dl7dBvIscHvYnXWnIK5Gv30SyAzMQeJdg8bdBCNklkf4-6MOI3f1y1SAjZYG4ZWYj_khevtbkIuiI7RbgzEJOJ4MVdPG0rXLYNFJG9w,Human,,,,,,,N.A.,
Smell Game,,2007,Analog,,,,Mary Stetten Carson,,"Players are given covered containers holding various foods. Without peeking, they crack open each lid, smell the contents, and attempt to identify the food by scent alone.",Identifying,None,,1,,1,,,,None,,Fully Flexible,,,,,Carson 2007,,"Informal game, Educational game",,https://www.google.com/books/edition/Let_s_Play_Science/xWfUcvMJEGgC?hl=en&gbpv=1&dq=%22smell+game%22&pg=PA30&printsec=frontcover,Human,,,,,,,,
Smell game,,2013,Analog,,,,Christene Browne,,"The ""Smell Game"" is a simple activity where players compete to identify new scents first. The rules are straightforward: the first player to correctly identify a previously unrecognized scent earns a point.","Identifying, Racing, Detecting",None,,2,,,,,dog piss,,,,,,,,Browne 2013,browne_two_2013,"Informal game, Party game",,,Human,,,,,,,,The first one to properly identify a new scent scored a point.
Smell game,,2014,Analog,,,,,,"To help reduce anxiety around cooking smells, children can play a scent-labeling game where they smell individual pieces of food and try to identify or name them.",Identifying,Parent,FALSE,1,,1,,,,Low,Needs to be food elements.,Fully Flexible,,,,,2014,,"Informal game, Educational game, Nutrition game",,https://resources.leicestershire.gov.uk/sites/resource/files/field/pdf/2017/1/31/early_years_sensory_processing_resource_pack_multiagency_final_march_2014.pdf,Human,,,,,,,,
Smell game,,2021,Analog,,,,Oakland Resthome,,Players take turns smelling scents presented in perforated cups and attempt to match each scent to a corresponding picture that represents its source.,"Matching, Identifying",None,,2,,7,7,"orange, mint, onion, lemon, coffee, chocolate, chips",,None,,Fully Flexible,,,,Elderly (retirement house),Oakland Resthome 2021,,,,https://www.instagram.com/p/CMujUz3qp1b/,Human,,,,,,,,Match smell to image. Uses cups with holes punctured
Smell listening,,2010,Analog,,,,Maki Ueda,,"""Smell Listening"" is a reinterpretation of the traditional Japanese art of ""kōdō"" (incense appreciation), structured like a ""kumiko"" game. Participants use their sense of smell to identify specific scents, evoking the imagery of searching for truffles in an autumn forest.","Matching, Identifying",Host,FALSE,1,1,6,6,"truffle, white mushroom, porcini, poisonous red mushroom, shiitake mushroom, magic mushroom",,High,Smells need to be relevant to mushroom gathering.,Fully Flexible,"The number of scents is likely pre-selected for the specific sensory experience, though additional sets could be created for variation.",,,,Ueda 2020,,"Art, Translating existing game",,https://www.ueda.nl/index.php?option=com_content&view=category&id=116&Itemid=796&lang=en,Human,,,,,,,,
Smell memory game,,2022,Analog,,,,Alphablocks Nursery School,,"In this ""Smell Memory Game,"" designed for nursery school children, players explore eight different spices and herbs using their sense of smell. The game features bottles containing ground spices such as pepper, star anise, oregano, cinnamon, bay leaves, cloves, rosemary, and cumin. The bottles are placed in a tray at the center of the game area, and around the tray are images of each spice. Players smell the contents of a bottle and must match it to the correct image by placing the bottle on the corresponding printout.","Memorizing, Identifying",Instructor,FALSE,1,,8,8,"pepper, cumin, rosemary, bay leaves, cloves, cinnamon, oregano, star anise",,None,,Fully Flexible,,,,3-5 years old,Alphablocks Nursery School 2022,,Educational,,https://www.instagram.com/p/CabucXkMOZa/,Human,,,,,,,SmellMemoryGame_2022,Match the smell (powder of spice in jar) to the image
Smell of Death,,2017,Analog,,,,June Yu,,"An olfactory experience exploring the ""scents of death"" across various cultures. It draws from historical and spiritual sources (such as Egyptian embalming practices and the scent associated with the Buddhist Sanzu River) to evoke how different societies interpret and ritualize death through smell.",Experiencing,None,,1,1,,,,,,,,,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Smell the Color,,1997,Analog,,,,Sandra Stone & Lynn Staley (children made game),,"The ""Smell the Color"" game described in the article involves a sensory activity where children learn to differentiate colors through smell. Each color is matched with a specific scent: for example, purple is paired with the smell of grapes, red with strawberries, blue with blueberries, and so on. Children are blindfolded and asked to guess the color based on its scent. This playful activity encourages multisensory learning, helping children explore the differences between colors by engaging their sense of smell alongside the visual experience of colors​.","Matching, Discriminating",Instructor,FALSE,2,,1,,,"grape, strawberry, blueberry",None,,Fully Flexible,,,,2+ years,Stone & Staley 1997,,"Research, Educational game, Informal game",,https://www.tandfonline.com/doi/full/10.1080/00094056.1997.10521103,Human,,,,,,,N.A.,
Smell the Food Game,,2008,Analog,,,,Lawrence Shapiro,,"The ""Smell the Food Game"" introduces babies to the world of food through their sense of smell. Parents prompt their child to notice food-related aromas in public places, such as popcorn at a movie theater or french fries at a restaurant. The game encourages smelling, identifying, and sometimes tasting the food.","Describing, Experiencing, Detecting",Parent,FALSE,1,,1,,,"french fries, popcorn",Low,Needs to be edible smells.,Fully Flexible,,,,0-12 months,Shapiro 2008,shapiro_complete_2008,"Developmental game, Conversational game, Informal game",,https://archive.org/details/completeidiotsgu0000shap/page/192/mode/2up,Human,,,,,,,,pg 190
Smell Training Game,,2020,Digital,,,,AbScent,,"In the ""Smell Training Game,"" players challenge their scent identification skills by pairing up cups that contain matching fragrances. Twelve cups are prepared with six different scents, with each scent used in two cups. The cups are turned upside down, labels hidden, and shuffled around. Taking turns, players sniff two cups at a time, aiming to identify a matching fragrance pair. If successful, they keep the pair; if not, they return the cups for the next player. The game continues until all pairs are found, and the player with the most correct pairs wins. This game encourages discussion about scent perception and sharpens olfactory memory.","Matching, Memorizing",None,,1,,6,6,,,None,,Fully Flexible,,,,,AbScent N.D.,,Smell Training,,https://web.archive.org/web/20210616141744/https://abscent.org/resources/smell-training-game,Human,,,,,,,,
Smell tray,,2000,Analog,,,,Ken Redgrave,,"In this smell tray game, players use their sense of smell to guess different scents, similar to how a taste tray might be used. The tray can include a variety of familiar items, such as honey or Marmite. Players close their eyes, take a sniff, and try to identify each scent. Alternatively, they might look at several items first, then close their eyes and guess which scent matches which object. This activity adds an element of sensory guessing and fun.",Identifying,Player,TRUE,2,,2,,,,None,,Fully Flexible,,,,,Redgrave 2000,redgrave_care-therapy_2000,"Informal game, Guessing game",,https://archive.org/details/caretherapyforch0000redg/page/144/mode/2up?q=smell+game,Human,,,,,,,,
Smell Vocabulary (from Scents Sort Match-Up),Scents Sort Match-Up,2008,Analog,,,,Roylco,,"Players enhance their vocabulary by describing different smells, using words that match the scent they experience.",Labeling,None,,1,,30,30,"apple, pear, peach, papaya, mango, rose, tulip, carnation, grass, banana, honey, kiwi, tea, licorice, cucumber, peppermint, nutmeg, spearmint, cinnamon, maple syrup, lemon, pineapple, orange, cantaloupe, grapefruit, raspberry, strawberry, blueberry, grape, watermelon",,None,,Fully Flexible,,,,3+ years,Roylco 2008,,"Commercially available, Educational game, Conversational game",,https://web.archive.org/web/20240222085146/https://roylco.com/shop/r62301-scents-sort-match-up-kit/,Human,,,,,,,,https://roylco.com/wp-content/uploads/2017/05/62301-Scents-Sort-Match-Up-Kit-Guide-CA0501-156.pdf
Smell World Map,,2017,Analog,,,,Vera Khvaleva,,"Participants smelled four extracted scents inspired by the Netherlands, Russia, Scotland, and Norway, then pinned each scent on a world map based on where they believed it originated. The result was a global scatter of guesses.","Associating, Matching, Mapping",None,,1,1,4,4,"Netherlands, Russia, Scotland, Norway",,,,,,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Smell-A-Thon (from Follow Your Nose),Follow Your Nose,1991,Analog,,,,,Discovery Toys,"""Smell-A-Thon"" is a head-to-head challenge where players take turns sniffing scent containers and try to correctly identify them. The player who recognizes the most scents by the end of the game wins.",Identifying,None,,2,2,16,16,"strawberry, apple, cinnamon, pine tree, chocolate, bubble gum, banana, wood, rose, licorice, mint, cookies, soap, orange, grass, soil",,None,,Fully Flexible,,,,,Discovery Toys 1991,,Commercially available,,https://www.ebay.com/itm/275344426802,Human,,,,,,,,
Smell-o-rama,,1972,Analog,,,,,,"In ""Smell-o-rama,"" families are challenged to identify the odors of various familiar products placed in concealed containers. Participants smell each container without seeing the contents and try to correctly guess what the scent represents.",Identifying,Player,TRUE,2,,1,,,,None,,Fully Flexible,,,,Families,Compton 1972,compton_family_1972,"Party game, Informal game",,https://archive.org/details/sim_church-recreation-magazine_april-june-1972_2_3/page/n45/mode/2up?q=%22smell-o-rama%22,Human,,,,,,,,"""The 'Smell-o-rama' called on the families to identify the odors of a number of familiar products that had been put into containers."""
Smelling Game (sense game),,1907,Analog,,,,"Susan E. Blow, Emily Poulsson",,"In this flavor recognition activity, the child tastes a variety of fruits and vegetables (without visual cues) and is asked to identify each one by flavor alone.","Identifying, Eating",Parent,TRUE,2,,1,,,,Low,Needs to be edible smells.,Fully Flexible,,,,young children,Sharp 1907,sharp_suggestions_1907,"Educational game, Informal game",,https://www.google.com/books/edition/American_Motherhood/hSLVAAAAMAAJ?hl=en&gbpv=1&dq=smell+game+-hunting&pg=PA305&printsec=frontcover,Human,,,,,,,,"Recite a poem to instruct a child to smell and identify a flower, fruit, or vegetable while their eyes are closed."
Smellory,,1984,Analog,,5911,,Scandinavia AB,"Fun Connection, Joker Production","""Smellory"" is a scent-based memory and matching game. Players match 16 scented containers to illustrated motif cards representing various sources of smell, such as fruits or flowers.",Memorizing,None,,2,8,32,32,"apple, cherry, strawberry, honey, rose, camomille, currant, thyme, banana, coconut, mango, chocolate, lavender, melon, cinnamon, jasmine, pineapple, mandarin, lemon, pear, eucalyptus, clove, apricot, lilac, mint, vanilla, grapefruit, peach, rosemary, spruce (pine?), hyacinth, blackberry",,None,,Fully Flexible,,,,7+ years,Fun Connection,,Commercially available,,https://boardgamegeek.com/boardgame/5911/smellory,Human,,1,0,0,0,0,,
